,Unnamed: 0,x,y,severity,description,label,normalized_body,normalized_body_tokens
138,138,16.21492,-21.169455,5.1,"When using FORM authentication with Apache Tomcat 9.0.0.M1 to 9.0.29, 8.5.0 to 8.5.49 and 7.0.0 to 7.0.98 there was a narrow window where an attacker could perform a session fixation attack. The window was considered too narrow for an exploit to be practical but, erring on the side of caution, this issue has been treated as a security vulnerability.",15,using form authentication apache tomcat narrow window attacker could perform session fixation attack window considered narrow exploit practical erring side caution issue treated security vulnerability,"['using', 'form', 'authentication', 'apache', 'tomcat', 'narrow', 'window', 'attacker', 'could', 'perform', 'session', 'fixation', 'attack', 'window', 'considered', 'narrow', 'exploit', 'practical', 'erring', 'side', 'caution', 'issue', 'treated', 'security', 'vulnerability']"
139,139,10.702673,-17.363268,4.4,"When using Apache Tomcat versions 10.0.0-M1 to 10.0.0-M4, 9.0.0.M1 to 9.0.34, 8.5.0 to 8.5.54 and 7.0.0 to 7.0.103 if a) an attacker is able to control the contents and name of a file on the server; and b) the server is configured to use the PersistenceManager with a FileStore; and c) the PersistenceManager is configured with sessionAttributeValueClassNameFilter=""null"" (the default unless a SecurityManager is used) or a sufficiently lax filter to allow the attacker provided object to be deserialized; and d) the attacker knows the relative file path from the storage location used by FileStore to the file the attacker has control over; then, using a specifically crafted request, the attacker will be able to trigger remote code execution via deserialization of the file under their control. Note that all of conditions a) to d) must be true for the attack to succeed.",30,using apache tomcat versions attacker able control contents name file server server configured use persistencemanager filestore persistencemanager configured sessionattributevalueclassnamefilternull default unless securitymanager used sufficiently lax filter allow attacker provided object deserialized attacker knows relative file path storage location used filestore file attacker control using specifically crafted request attacker able trigger remote code execution via deserialization file control note conditions must true attack succeed,"['using', 'apache', 'tomcat', 'versions', 'attacker', 'able', 'control', 'contents', 'name', 'file', 'server', 'server', 'configured', 'use', 'persistencemanager', 'filestore', 'persistencemanager', 'configured', 'sessionattributevalueclassnamefilternull', 'default', 'unless', 'securitymanager', 'used', 'sufficiently', 'lax', 'filter', 'allow', 'attacker', 'provided', 'object', 'deserialized', 'attacker', 'knows', 'relative', 'file', 'path', 'storage', 'location', 'used', 'filestore', 'file', 'attacker', 'control', 'using', 'specifically', 'crafted', 'request', 'attacker', 'able', 'trigger', 'remote', 'code', 'execution', 'via', 'deserialization', 'file', 'control', 'note', 'conditions', 'must', 'true', 'attack', 'succeed']"
140,140,18.575386,-11.308777,4.3,"When serving resources from a network location using the NTFS file system, Apache Tomcat versions 10.0.0-M1 to 10.0.0-M9, 9.0.0.M1 to 9.0.39, 8.5.0 to 8.5.59 and 7.0.0 to 7.0.106 were susceptible to JSP source code disclosure in some configurations. The root cause was the unexpected behaviour of the JRE API File.getCanonicalPath() which in turn was caused by the inconsistent behaviour of the Windows API (FindFirstFileW) in some circumstances.",31,serving resources network location using ntfs file system apache tomcat versions susceptible jsp source code disclosure configurations root unexpected behaviour jre api filegetcanonicalpath turn caused inconsistent behaviour windows api findfirstfilew circumstances,"['serving', 'resources', 'network', 'location', 'using', 'ntfs', 'file', 'system', 'apache', 'tomcat', 'versions', 'susceptible', 'jsp', 'source', 'code', 'disclosure', 'configurations', 'root', 'unexpected', 'behaviour', 'jre', 'api', 'filegetcanonicalpath', 'turn', 'caused', 'inconsistent', 'behaviour', 'windows', 'api', 'findfirstfilew', 'circumstances']"
141,141,13.520621,-21.403736,5.8,A vulnerability in the JNDI Realm of Apache Tomcat allows an attacker to authenticate using variations of a valid user name and/or to bypass some of the protection provided by the LockOut Realm. This issue affects Apache Tomcat 10.0.0-M1 to 10.0.5; 9.0.0.M1 to 9.0.45; 8.5.0 to 8.5.65.,15,vulnerability jndi realm apache tomcat allows attacker authenticate using variations valid user name andor bypass protection provided lockout realm issue affects apache tomcat,"['vulnerability', 'jndi', 'realm', 'apache', 'tomcat', 'allows', 'attacker', 'authenticate', 'using', 'variations', 'valid', 'user', 'name', 'andor', 'bypass', 'protection', 'provided', 'lockout', 'realm', 'issue', 'affects', 'apache', 'tomcat']"
142,142,19.340675,-23.846292,4.3,"When using the RemoteIpFilter with requests received from a reverse proxy via HTTP that include the X-Forwarded-Proto header set to https, session cookies created by Apache Tomcat 11.0.0-M1 to 11.0.0.-M2, 10.1.0-M1 to 10.1.5, 9.0.0-M1 to 9.0.71 and 8.5.0 to 8.5.85 did not include the secure attribute. This could result in the user agent transmitting the session cookie over an insecure channel.",32,using remoteipfilter requests received reverse proxy via http include xforwardedproto header set https session cookies created apache tomcat include secure attribute could result user agent transmitting session cookie insecure channel,"['using', 'remoteipfilter', 'requests', 'received', 'reverse', 'proxy', 'via', 'http', 'include', 'xforwardedproto', 'header', 'set', 'https', 'session', 'cookies', 'created', 'apache', 'tomcat', 'include', 'secure', 'attribute', 'could', 'result', 'user', 'agent', 'transmitting', 'session', 'cookie', 'insecure', 'channel']"
143,143,18.780972,-33.66114,5.0,The fix for CVE-2019-0199 was incomplete and did not address HTTP/2 connection window exhaustion on write in Apache Tomcat versions 9.0.0.M1 to 9.0.19 and 8.5.0 to 8.5.40 . By not sending WINDOW_UPDATE messages for the connection window (stream 0) clients were able to cause server-side threads to block eventually leading to thread exhaustion and a DoS.,44,fix cve incomplete address http connection window exhaustion write apache tomcat versions sending windowupdate messages connection window stream clients able cause serverside threads block eventually leading thread exhaustion dos,"['fix', 'cve', 'incomplete', 'address', 'http', 'connection', 'window', 'exhaustion', 'write', 'apache', 'tomcat', 'versions', 'sending', 'windowupdate', 'messages', 'connection', 'window', 'stream', 'clients', 'able', 'cause', 'serverside', 'threads', 'block', 'eventually', 'leading', 'thread', 'exhaustion', 'dos']"
144,144,20.478306,-33.76952,5.0,"A specially crafted sequence of HTTP/2 requests sent to Apache Tomcat 10.0.0-M1 to 10.0.0-M5, 9.0.0.M1 to 9.0.35 and 8.5.0 to 8.5.55 could trigger high CPU usage for several seconds. If a sufficient number of such requests were made on concurrent HTTP/2 connections, the server could become unresponsive.",44,specially crafted sequence http requests sent apache tomcat could trigger high cpu usage several seconds sufficient number requests made concurrent http connections server could become unresponsive,"['specially', 'crafted', 'sequence', 'http', 'requests', 'sent', 'apache', 'tomcat', 'could', 'trigger', 'high', 'cpu', 'usage', 'several', 'seconds', 'sufficient', 'number', 'requests', 'made', 'concurrent', 'http', 'connections', 'server', 'could', 'become', 'unresponsive']"
145,145,20.881264,-34.42065,5.0,"An h2c direct connection to Apache Tomcat 10.0.0-M1 to 10.0.0-M6, 9.0.0.M5 to 9.0.36 and 8.5.1 to 8.5.56 did not release the HTTP/1.1 processor after the upgrade to HTTP/2. If a sufficient number of such requests were made, an OutOfMemoryException could occur leading to a denial of service.",44,hc direct connection apache tomcat release http processor upgrade http sufficient number requests made outofmemoryexception could occur leading denial service,"['hc', 'direct', 'connection', 'apache', 'tomcat', 'release', 'http', 'processor', 'upgrade', 'http', 'sufficient', 'number', 'requests', 'made', 'outofmemoryexception', 'could', 'occur', 'leading', 'denial', 'service']"
146,146,20.730173,-31.832748,4.0,"If an HTTP/2 client connecting to Apache Tomcat 10.0.0-M1 to 10.0.0-M7, 9.0.0.M1 to 9.0.37 or 8.5.0 to 8.5.57 exceeded the agreed maximum number of concurrent streams for a connection (in violation of the HTTP/2 protocol), it was possible that a subsequent request made on that connection could contain HTTP headers - including HTTP/2 pseudo headers - from a previous request rather than the intended headers. This could lead to users seeing responses for unexpected resources.",44,http client connecting apache tomcat exceeded agreed maximum number concurrent streams connection violation http protocol possible subsequent request made connection could contain http headers including http pseudo headers previous request rather intended headers could lead users seeing responses unexpected resources,"['http', 'client', 'connecting', 'apache', 'tomcat', 'exceeded', 'agreed', 'maximum', 'number', 'concurrent', 'streams', 'connection', 'violation', 'http', 'protocol', 'possible', 'subsequent', 'request', 'made', 'connection', 'could', 'contain', 'http', 'headers', 'including', 'http', 'pseudo', 'headers', 'previous', 'request', 'rather', 'intended', 'headers', 'could', 'lead', 'users', 'seeing', 'responses', 'unexpected', 'resources']"
147,147,20.663074,-31.668827,5.0,"While investigating bug 64830 it was discovered that Apache Tomcat 10.0.0-M1 to 10.0.0-M9, 9.0.0-M1 to 9.0.39 and 8.5.0 to 8.5.59 could re-use an HTTP request header value from the previous stream received on an HTTP/2 connection for the request associated with the subsequent stream. While this would most likely lead to an error and the closure of the HTTP/2 connection, it is possible that information could leak between requests.",44,investigating bug discovered apache tomcat could reuse http request header value previous stream received http connection request associated subsequent stream would likely lead error closure http connection possible information could leak requests,"['investigating', 'bug', 'discovered', 'apache', 'tomcat', 'could', 'reuse', 'http', 'request', 'header', 'value', 'previous', 'stream', 'received', 'http', 'connection', 'request', 'associated', 'subsequent', 'stream', 'would', 'likely', 'lead', 'error', 'closure', 'http', 'connection', 'possible', 'information', 'could', 'leak', 'requests']"
148,148,20.883848,-28.917135,5.8,"In Apache Tomcat 9.0.0.M1 to 9.0.30, 8.5.0 to 8.5.50 and 7.0.0 to 7.0.99 the HTTP header parsing code used an approach to end-of-line parsing that allowed some invalid HTTP headers to be parsed as valid. This led to a possibility of HTTP Request Smuggling if Tomcat was located behind a reverse proxy that incorrectly handled the invalid Transfer-Encoding header in a particular manner. Such a reverse proxy is considered unlikely.",44,apache tomcat http header parsing code used approach endofline parsing allowed invalid http headers parsed valid led possibility http request smuggling tomcat located behind reverse proxy incorrectly handled invalid transferencoding header particular manner reverse proxy considered unlikely,"['apache', 'tomcat', 'http', 'header', 'parsing', 'code', 'used', 'approach', 'endofline', 'parsing', 'allowed', 'invalid', 'http', 'headers', 'parsed', 'valid', 'led', 'possibility', 'http', 'request', 'smuggling', 'tomcat', 'located', 'behind', 'reverse', 'proxy', 'incorrectly', 'handled', 'invalid', 'transferencoding', 'header', 'particular', 'manner', 'reverse', 'proxy', 'considered', 'unlikely']"
149,149,14.852844,-15.68848,7.5,"When using the Apache JServ Protocol (AJP), care must be taken when trusting incoming connections to Apache Tomcat. Tomcat treats AJP connections as having higher trust than, for example, a similar HTTP connection. If such connections are available to an attacker, they can be exploited in ways that may be surprising. In Apache Tomcat 9.0.0.M1 to 9.0.0.30, 8.5.0 to 8.5.50 and 7.0.0 to 7.0.99, Tomcat shipped with an AJP Connector enabled by default that listened on all configured IP addresses. It was expected (and recommended in the security guide) that this Connector would be disabled if not required. This vulnerability report identified a mechanism that allowed: - returning arbitrary files from anywhere in the web application - processing any file in the web application as a JSP Further, if the web application allowed file upload and stored those files within the web application (or the attacker was able to control the content of the web application by some other means) then this, along with the ability to process a file as a JSP, made remote code execution possible. It is important to note that mitigation is only required if an AJP port is accessible to untrusted users. Users wishing to take a defence-in-depth approach and block the vector that permits returning arbitrary files and execution as JSP may upgrade to Apache Tomcat 9.0.31, 8.5.51 or 7.0.100 or later. A number of changes were made to the default AJP Connector configuration in 9.0.31 to harden the default configuration. It is likely that users upgrading to 9.0.31, 8.5.51 or 7.0.100 or later will need to make small changes to their configurations.",29,using apache jserv protocol ajp care must taken trusting incoming connections apache tomcat tomcat treats ajp connections higher trust example similar http connection connections available attacker exploited ways may surprising apache tomcat tomcat shipped ajp connector enabled default listened configured ip addresses expected recommended security guide connector would disabled required vulnerability report identified mechanism allowed returning arbitrary files anywhere web application processing file web application jsp web application allowed file upload stored files within web application attacker able control content web application means along ability process file jsp made remote code execution possible important note mitigation required ajp port accessible users users wishing take defenceindepth approach block vector permits returning arbitrary files execution jsp may upgrade apache tomcat later number changes made default ajp connector configuration harden default configuration likely users upgrading later need make small changes configurations,"['using', 'apache', 'jserv', 'protocol', 'ajp', 'care', 'must', 'taken', 'trusting', 'incoming', 'connections', 'apache', 'tomcat', 'tomcat', 'treats', 'ajp', 'connections', 'higher', 'trust', 'example', 'similar', 'http', 'connection', 'connections', 'available', 'attacker', 'exploited', 'ways', 'may', 'surprising', 'apache', 'tomcat', 'tomcat', 'shipped', 'ajp', 'connector', 'enabled', 'default', 'listened', 'configured', 'ip', 'addresses', 'expected', 'recommended', 'security', 'guide', 'connector', 'would', 'disabled', 'required', 'vulnerability', 'report', 'identified', 'mechanism', 'allowed', 'returning', 'arbitrary', 'files', 'anywhere', 'web', 'application', 'processing', 'file', 'web', 'application', 'jsp', 'web', 'application', 'allowed', 'file', 'upload', 'stored', 'files', 'within', 'web', 'application', 'attacker', 'able', 'control', 'content', 'web', 'application', 'means', 'along', 'ability', 'process', 'file', 'jsp', 'made', 'remote', 'code', 'execution', 'possible', 'important', 'note', 'mitigation', 'required', 'ajp', 'port', 'accessible', 'users', 'users', 'wishing', 'take', 'defenceindepth', 'approach', 'block', 'vector', 'permits', 'returning', 'arbitrary', 'files', 'execution', 'jsp', 'may', 'upgrade', 'apache', 'tomcat', 'later', 'number', 'changes', 'made', 'default', 'ajp', 'connector', 'configuration', 'harden', 'default', 'configuration', 'likely', 'users', 'upgrading', 'later', 'need', 'make', 'small', 'changes', 'configurations']"
150,150,21.630451,-31.740866,5.0,"When responding to new h2c connection requests, Apache Tomcat versions 10.0.0-M1 to 10.0.0, 9.0.0.M1 to 9.0.41 and 8.5.0 to 8.5.61 could duplicate request headers and a limited amount of request body from one request to another meaning user A and user B could both see the results of user A's request.",44,responding new hc connection requests apache tomcat versions could duplicate request headers limited amount request body one request another meaning user user could see results user request,"['responding', 'new', 'hc', 'connection', 'requests', 'apache', 'tomcat', 'versions', 'could', 'duplicate', 'request', 'headers', 'limited', 'amount', 'request', 'body', 'one', 'request', 'another', 'meaning', 'user', 'user', 'could', 'see', 'results', 'user', 'request']"
151,151,20.92467,-28.662992,5.0,"Apache Tomcat 10.0.0-M1 to 10.0.6, 9.0.0.M1 to 9.0.46 and 8.5.0 to 8.5.66 did not correctly parse the HTTP transfer-encoding request header in some circumstances leading to the possibility to request smuggling when used with a reverse proxy. Specifically: - Tomcat incorrectly ignored the transfer encoding header if the client declared it would only accept an HTTP/1.0 response; - Tomcat honoured the identify encoding; and - Tomcat did not ensure that, if present, the chunked encoding was the final encoding.",44,apache tomcat correctly parse http transferencoding request header circumstances leading possibility request smuggling used reverse proxy specifically tomcat incorrectly ignored transfer encoding header client declared would accept http response tomcat honoured identify encoding tomcat ensure present chunked encoding final encoding,"['apache', 'tomcat', 'correctly', 'parse', 'http', 'transferencoding', 'request', 'header', 'circumstances', 'leading', 'possibility', 'request', 'smuggling', 'used', 'reverse', 'proxy', 'specifically', 'tomcat', 'incorrectly', 'ignored', 'transfer', 'encoding', 'header', 'client', 'declared', 'would', 'accept', 'http', 'response', 'tomcat', 'honoured', 'identify', 'encoding', 'tomcat', 'ensure', 'present', 'chunked', 'encoding', 'final', 'encoding']"
152,152,21.089472,-35.384018,4.3,"Apache Tomcat 8.5.0 to 8.5.63, 9.0.0-M1 to 9.0.43 and 10.0.0-M1 to 10.0.2 did not properly validate incoming TLS packets. When Tomcat was configured to use NIO+OpenSSL or NIO2+OpenSSL for TLS, a specially crafted packet could be used to trigger an infinite loop resulting in a denial of service.",44,apache tomcat properly validate incoming tls packets tomcat configured use nioopenssl nioopenssl tls specially crafted packet could used trigger infinite loop resulting denial service,"['apache', 'tomcat', 'properly', 'validate', 'incoming', 'tls', 'packets', 'tomcat', 'configured', 'use', 'nioopenssl', 'nioopenssl', 'tls', 'specially', 'crafted', 'packet', 'could', 'used', 'trigger', 'infinite', 'loop', 'resulting', 'denial', 'service']"
153,153,19.502325,-33.305378,3.7,"The simplified implementation of blocking reads and writes introduced in Tomcat 10 and back-ported to Tomcat 9.0.47 onwards exposed a long standing (but extremely hard to trigger) concurrency bug in Apache Tomcat 10.1.0 to 10.1.0-M12, 10.0.0-M1 to 10.0.18, 9.0.0-M1 to 9.0.60 and 8.5.0 to 8.5.77 that could cause client connections to share an Http11Processor instance resulting in responses, or part responses, to be received by the wrong client.",44,simplified implementation blocking reads writes introduced tomcat backported tomcat onwards exposed long standing extremely hard trigger concurrency bug apache tomcat could cause client connections share httpprocessor instance resulting responses part responses received wrong client,"['simplified', 'implementation', 'blocking', 'reads', 'writes', 'introduced', 'tomcat', 'backported', 'tomcat', 'onwards', 'exposed', 'long', 'standing', 'extremely', 'hard', 'trigger', 'concurrency', 'bug', 'apache', 'tomcat', 'could', 'cause', 'client', 'connections', 'share', 'httpprocessor', 'instance', 'resulting', 'responses', 'part', 'responses', 'received', 'wrong', 'client']"
154,154,19.948025,-39.634365,7.5,"If a web application sends a WebSocket message concurrently with the WebSocket connection closing when running on Apache Tomcat 8.5.0 to 8.5.75 or Apache Tomcat 9.0.0.M1 to 9.0.20, it is possible that the application will continue to use the socket after it has been closed. The error handling triggered in this case could cause the a pooled object to be placed in the pool twice. This could result in subsequent connections using the same object concurrently which could result in data being returned to the wrong use and/or other errors.",24,web application sends websocket message concurrently websocket connection closing running apache tomcat apache tomcat possible application continue use socket closed error handling triggered case could cause pooled object placed pool twice could result subsequent connections using object concurrently could result data returned wrong use andor errors,"['web', 'application', 'sends', 'websocket', 'message', 'concurrently', 'websocket', 'connection', 'closing', 'running', 'apache', 'tomcat', 'apache', 'tomcat', 'possible', 'application', 'continue', 'use', 'socket', 'closed', 'error', 'handling', 'triggered', 'case', 'could', 'cause', 'pooled', 'object', 'placed', 'pool', 'twice', 'could', 'result', 'subsequent', 'connections', 'using', 'object', 'concurrently', 'could', 'result', 'data', 'returned', 'wrong', 'use', 'andor', 'errors']"
155,155,20.789436,-29.544502,7.5,"If Apache Tomcat 8.5.0 to 8.5.82, 9.0.0-M1 to 9.0.67, 10.0.0-M1 to 10.0.26 or 10.1.0-M1 to 10.1.0 was configured to ignore invalid HTTP headers via setting rejectIllegalHeader to false (the default for 8.5.x only), Tomcat did not reject a request containing an invalid Content-Length header making a request smuggling attack possible if Tomcat was located behind a reverse proxy that also failed to reject the request with the invalid header.",44,apache tomcat configured ignore invalid http headers via setting rejectillegalheader false default tomcat reject request containing invalid contentlength header making request smuggling attack possible tomcat located behind reverse proxy also failed reject request invalid header,"['apache', 'tomcat', 'configured', 'ignore', 'invalid', 'http', 'headers', 'via', 'setting', 'rejectillegalheader', 'false', 'default', 'tomcat', 'reject', 'request', 'containing', 'invalid', 'contentlength', 'header', 'making', 'request', 'smuggling', 'attack', 'possible', 'tomcat', 'located', 'behind', 'reverse', 'proxy', 'also', 'failed', 'reject', 'request', 'invalid', 'header']"
156,156,-59.61535,-85.97189,7.5,"Apache Commons FileUpload before 1.5 does not limit the number of request parts to be processed resulting in the possibility of an attacker triggering a DoS with a malicious upload or series of uploads. Note that, like all of the file upload limits, the new configuration option (FileUploadBase#setFileCountMax) is not enabled by default and must be explicitly configured.",-1,apache commons fileupload limit number request parts processed resulting possibility attacker triggering dos malicious upload series uploads note like file upload limits new configuration option fileuploadbasesetfilecountmax enabled default must explicitly configured,"['apache', 'commons', 'fileupload', 'limit', 'number', 'request', 'parts', 'processed', 'resulting', 'possibility', 'attacker', 'triggering', 'dos', 'malicious', 'upload', 'series', 'uploads', 'note', 'like', 'file', 'upload', 'limits', 'new', 'configuration', 'option', 'fileuploadbasesetfilecountmax', 'enabled', 'default', 'must', 'explicitly', 'configured']"
157,157,-0.7665124,-60.69323,7.4,"wildfly-elytron: possible timing attacks via use of unsafe comparator. A flaw was found in Wildfly-elytron. Wildfly-elytron uses java.util.Arrays.equals in several places, which is unsafe and vulnerable to timing attacks. To compare values securely, use java.security.MessageDigest.isEqual instead. This flaw allows an attacker to access secure information or impersonate an authed user.",25,wildflyelytron possible timing attacks via use unsafe comparator wildflyelytron wildflyelytron uses javautilarraysequals several places unsafe timing attacks compare values securely use javasecuritymessagedigestisequal instead allows attacker access secure information impersonate authed user,"['wildflyelytron', 'possible', 'timing', 'attacks', 'via', 'use', 'unsafe', 'comparator', 'wildflyelytron', 'wildflyelytron', 'uses', 'javautilarraysequals', 'several', 'places', 'unsafe', 'timing', 'attacks', 'compare', 'values', 'securely', 'use', 'javasecuritymessagedigestisequal', 'instead', 'allows', 'attacker', 'access', 'secure', 'information', 'impersonate', 'authed', 'user']"
158,158,0.73829556,-57.99703,3.5,"A flaw was found in Wildfly Elytron in versions prior to 1.10.14.Final, prior to 1.15.5.Final and prior to 1.16.1.Final where ScramServer may be susceptible to Timing Attack if enabled. The highest threat of this vulnerability is confidentiality.",25,wildfly elytron versions prior final prior final prior final scramserver may susceptible timing attack enabled highest threat vulnerability confidentiality,"['wildfly', 'elytron', 'versions', 'prior', 'final', 'prior', 'final', 'prior', 'final', 'scramserver', 'may', 'susceptible', 'timing', 'attack', 'enabled', 'highest', 'threat', 'vulnerability', 'confidentiality']"
159,159,-0.7665124,-60.69323,7.4,"wildfly-elytron: possible timing attacks via use of unsafe comparator. A flaw was found in Wildfly-elytron. Wildfly-elytron uses java.util.Arrays.equals in several places, which is unsafe and vulnerable to timing attacks. To compare values securely, use java.security.MessageDigest.isEqual instead. This flaw allows an attacker to access secure information or impersonate an authed user.",25,wildflyelytron possible timing attacks via use unsafe comparator wildflyelytron wildflyelytron uses javautilarraysequals several places unsafe timing attacks compare values securely use javasecuritymessagedigestisequal instead allows attacker access secure information impersonate authed user,"['wildflyelytron', 'possible', 'timing', 'attacks', 'via', 'use', 'unsafe', 'comparator', 'wildflyelytron', 'wildflyelytron', 'uses', 'javautilarraysequals', 'several', 'places', 'unsafe', 'timing', 'attacks', 'compare', 'values', 'securely', 'use', 'javasecuritymessagedigestisequal', 'instead', 'allows', 'attacker', 'access', 'secure', 'information', 'impersonate', 'authed', 'user']"
160,160,-1.2341332,-60.11187,7.4,"wildfly-elytron: possible timing attacks via use of unsafe comparator. A flaw was found in Wildfly-elytron. Wildfly-elytron uses java.util.Arrays.equals in several places, which is unsafe and vulnerable to timing attacks. To compare values securely, use java.security.MessageDigest.isEqual instead. This flaw allows an attacker to access secure information or impersonate an authed user.",25,wildflyelytron possible timing attacks via use unsafe comparator wildflyelytron wildflyelytron uses javautilarraysequals several places unsafe timing attacks compare values securely use javasecuritymessagedigestisequal instead allows attacker access secure information impersonate authed user,"['wildflyelytron', 'possible', 'timing', 'attacks', 'via', 'use', 'unsafe', 'comparator', 'wildflyelytron', 'wildflyelytron', 'uses', 'javautilarraysequals', 'several', 'places', 'unsafe', 'timing', 'attacks', 'compare', 'values', 'securely', 'use', 'javasecuritymessagedigestisequal', 'instead', 'allows', 'attacker', 'access', 'secure', 'information', 'impersonate', 'authed', 'user']"
161,161,-1.6632826,-60.552277,7.4,"wildfly-elytron: possible timing attacks via use of unsafe comparator. A flaw was found in Wildfly-elytron. Wildfly-elytron uses java.util.Arrays.equals in several places, which is unsafe and vulnerable to timing attacks. To compare values securely, use java.security.MessageDigest.isEqual instead. This flaw allows an attacker to access secure information or impersonate an authed user.",25,wildflyelytron possible timing attacks via use unsafe comparator wildflyelytron wildflyelytron uses javautilarraysequals several places unsafe timing attacks compare values securely use javasecuritymessagedigestisequal instead allows attacker access secure information impersonate authed user,"['wildflyelytron', 'possible', 'timing', 'attacks', 'via', 'use', 'unsafe', 'comparator', 'wildflyelytron', 'wildflyelytron', 'uses', 'javautilarraysequals', 'several', 'places', 'unsafe', 'timing', 'attacks', 'compare', 'values', 'securely', 'use', 'javasecuritymessagedigestisequal', 'instead', 'allows', 'attacker', 'access', 'secure', 'information', 'impersonate', 'authed', 'user']"
162,162,22.579931,44.78718,5.0,"In Eclipse Jetty Server, all 9.x versions, on webapps deployed using default Error Handling, when an intentionally bad query arrives that doesn't match a dynamic url-pattern, and is eventually handled by the DefaultServlet's static file serving, the bad characters can trigger a java.nio.file.InvalidPathException which includes the full path to the base resource directory that the DefaultServlet and/or webapp is using. If this InvalidPathException is then handled by the default Error Handler, the InvalidPathException message is included in the error response, revealing the full server path to the requesting system.",33,eclipse jetty server versions webapps deployed using default error handling intentionally bad query arrives match dynamic urlpattern eventually handled defaultservlets static file serving bad characters trigger javaniofileinvalidpathexception includes full path base resource directory defaultservlet andor webapp using invalidpathexception handled default error handler invalidpathexception message included error response revealing full server path requesting system,"['eclipse', 'jetty', 'server', 'versions', 'webapps', 'deployed', 'using', 'default', 'error', 'handling', 'intentionally', 'bad', 'query', 'arrives', 'match', 'dynamic', 'urlpattern', 'eventually', 'handled', 'defaultservlets', 'static', 'file', 'serving', 'bad', 'characters', 'trigger', 'javaniofileinvalidpathexception', 'includes', 'full', 'path', 'base', 'resource', 'directory', 'defaultservlet', 'andor', 'webapp', 'using', 'invalidpathexception', 'handled', 'default', 'error', 'handler', 'invalidpathexception', 'message', 'included', 'error', 'response', 'revealing', 'full', 'server', 'path', 'requesting', 'system']"
163,163,-15.316525,23.603306,4.3,"In Eclipse Jetty version 9.2.26 and older, 9.3.25 and older, and 9.4.15 and older, the server is vulnerable to XSS conditions if a remote client USES a specially formatted URL against the DefaultServlet or ResourceHandler that is configured for showing a Listing of directory contents.",34,eclipse jetty version older older older server xss conditions remote client uses specially formatted url defaultservlet resourcehandler configured showing listing directory contents,"['eclipse', 'jetty', 'version', 'older', 'older', 'older', 'server', 'xss', 'conditions', 'remote', 'client', 'uses', 'specially', 'formatted', 'url', 'defaultservlet', 'resourcehandler', 'configured', 'showing', 'listing', 'directory', 'contents']"
164,164,52.337723,40.80229,5.0,"In Eclipse Jetty version 7.x, 8.x, 9.2.27 and older, 9.3.26 and older, and 9.4.16 and older, the server running on any OS and Jetty version combination will reveal the configured fully qualified directory base resource location on the output of the 404 error for not finding a Context that matches the requested path. The default server behavior on jetty-distribution and jetty-home will include at the end of the Handler tree a DefaultHandler, which is responsible for reporting this 404 error, it presents the various configured contexts as HTML for users to click through to. This produced HTML includes output that contains the configured fully qualified directory base resource location for each context.",35,eclipse jetty version older older older server running os jetty version combination reveal configured fully qualified directory base resource location output error finding context matches requested path default server behavior jettydistribution jettyhome include end handler tree defaulthandler responsible reporting error presents various configured contexts html users click produced html includes output contains configured fully qualified directory base resource location context,"['eclipse', 'jetty', 'version', 'older', 'older', 'older', 'server', 'running', 'os', 'jetty', 'version', 'combination', 'reveal', 'configured', 'fully', 'qualified', 'directory', 'base', 'resource', 'location', 'output', 'error', 'finding', 'context', 'matches', 'requested', 'path', 'default', 'server', 'behavior', 'jettydistribution', 'jettyhome', 'include', 'end', 'handler', 'tree', 'defaulthandler', 'responsible', 'reporting', 'error', 'presents', 'various', 'configured', 'contexts', 'html', 'users', 'click', 'produced', 'html', 'includes', 'output', 'contains', 'configured', 'fully', 'qualified', 'directory', 'base', 'resource', 'location', 'context']"
